epoch,train_loss,validation_auroc,validation_auprc
1,0.36307272171901317,0.7518539088936201,0.8653984571338801
2,0.3071350898870967,0.7480535242268095,0.8654981624430919
3,0.1974744179563162,0.7165345017330578,0.8551295159030794
4,0.10754047929785236,0.7128729673856028,0.8452876181750448
5,0.05907136285781236,0.7245389655136947,0.8560623195030266
