method,selection_dataset,selection_rule,primary_weight,complementary_weight,threshold,validation_auroc,validation_auprc,validation_sensitivity,validation_specificity,validation_balanced_accuracy,external_tuning
FrozenFusion65_35,CheXpert validation,lowest threshold achieving >=0.80 specificity,0.65,0.35,0.5850369518960012,0.771514085593508,0.8745314831521704,0.6310541310541311,0.8014440433212996,0.7162490871877154,False
