epoch,train_loss,val_AUROC,val_AUPRC,seconds
1,0.3616358733442615,0.7419801084061012,0.8587149532361179,68.34681630134583
2,0.29892513724529857,0.7746356464768016,0.8831719969474207,64.4666633605957
3,0.19551036228775276,0.7144671747559835,0.8419581193990864,63.737398862838745
4,0.10233173245322988,0.7227467678731216,0.8552819034528838,63.84555649757385
5,0.06244887136355127,0.7315097658057946,0.855896793889197,64.63092088699341
