epoch,train_loss,val_AUROC,val_AUPRC,seconds
1,0.3624004275094628,0.7454307959723123,0.8600921790021021,66.49184441566467
2,0.30775929502435345,0.7561017001450214,0.8613291845349502,63.786277294158936
3,0.21691073008537085,0.7312320651670833,0.856395689599608,63.82752728462219
4,0.11465141577274095,0.712284139179446,0.8545805191799322,64.5548369884491
5,0.07230810556195626,0.7089028767729129,0.8507901652753516,64.21459579467773
